File Name,image_003_1
Mean,4.3315
149609,151177,151178,149610,149608,151179,151176,140930,149611,140929,140931,18626,145242,145241,18627,80897,80898,149607,153418,151180,140928,153417,145243,39289,18625,39290,53905,140932,53906,189258,156330,189257,151175,149612,156329,153419,80899,18628,145240,80896,15994,154426,39291,39288,156331,53904,189259,15995,95458,18850,53907,123234,37666,15993,154425,189256,24785,24786,153416,154427,18851,123235,95459,37665,151402,145244,18849,95457,59506,2666,2667,123233,156328,151401,37667,59505,30106,47634,156666,178562,15996,153420,30105,47633,140933,18624,24787,85939,80900,57493,151403,85938,156667,59507,24784,75409,178563,30107,75410,57492,156332,189260,123236,151181,70258,55250,8157,2668,156665,92210,178561,18852,198666,18629,39292,140927,52674,95460,8130,8158,150954,47635,2665,27922,161034,198665,151796,32682,57466,57494,20810,8129,154428,55249,55306,154424,70257,92209,53908,15992,91258,52675,37664,93050,59504,93610,27921,57465,13362,177274,150953,19354,161033,122002,8131,55305,20809,151797,53903,80895,207122,156553,156554,85940,57467,8156,39287,150618,143900,145239,42202,151400,122001,32683,32681,151795,92211,70259,37668,93049,155826,8159,8128,116850,2778,18848,55251,20811,91257,75408,7202,75411,19353,52673,143901,62530,55474,93609,95456,149613,27923,85937,13363,133650,150955,42203,161035,150619,55473,198667,177273,58555,149606,205498,91259,156668,7203,57491,93611,177275,2779,13361,151771,207123,6642,47632,207121,123232,197322,27586,38954,93051,30104,189255,62529,140706,55307,178564,143899,155825,57464,164730,116849,62586,19355,133651,152354,28205,151772,42594,15997,59508,197321,153815,20138,33242
4.042222,4.054096,4.055901,4.059582,4.088823,4.11287,4.115625,4.121264,4.131194,4.139482,4.153687,4.178132,4.180226,4.187986,4.190442,4.1994,4.19941,4.204695,4.208165,4.213832,4.215084,4.22094,4.221556,4.221922,4.223421,4.224309,4.226055,4.227281,4.231446,4.23197,4.234654,4.235472,4.244242,4.244671,4.246369,4.247027,4.247786,4.251678,4.251982,4.255415,4.258322,4.267492,4.27041,4.270541,4.270634,4.271215,4.271685,4.273132,4.275641,4.276245,4.280067,4.280406,4.283718,4.286951,4.288024,4.288992,4.291843,4.291875,4.292488,4.293829,4.294276,4.294293,4.294531,4.29917,4.301557,4.302352,4.303627,4.304446,4.306512,4.30693,4.307268,4.3122,4.312421,4.31265,4.313344,4.313746,4.314655,4.319663,4.322252,4.323978,4.324143,4.327633,4.330606,4.330734,4.331218,4.331361,4.333611,4.334482,4.334545,4.334689,4.336271,4.336602,4.33837,4.338871,4.340391,4.341746,4.342307,4.342602,4.344081,4.34415,4.345281,4.345897,4.346337,4.346362,4.347303,4.348325,4.3495,4.349681,4.349697,4.349866,4.349875,4.350154,4.350798,4.350925,4.351035,4.351044,4.352298,4.353101,4.353283,4.353283,4.353384,4.354854,4.35564,4.356547,4.356876,4.357199,4.35747,4.357588,4.357798,4.357798,4.358199,4.358232,4.358839,4.360797,4.360965,4.361251,4.361507,4.362166,4.362759,4.364127,4.364437,4.364599,4.365733,4.366688,4.366735,4.3669,4.367022,4.367585,4.367913,4.368492,4.368741,4.368865,4.369092,4.370425,4.370597,4.370636,4.370723,4.370787,4.37136,4.371613,4.373253,4.373361,4.374048,4.374107,4.374248,4.374394,4.374509,4.375401,4.375574,4.375793,4.375875,4.376022,4.376288,4.376791,4.378601,4.378792,4.379722,4.379793,4.379839,4.379852,4.380371,4.380898,4.380922,4.381363,4.381492,4.381694,4.382245,4.382763,4.383514,4.383714,4.384178,4.38419,4.384459,4.385016,4.385251,4.385305,4.385827,4.386379,4.386456,4.386827,4.38699,4.387111,4.387357,4.387404,4.387731,4.38785,4.38795,4.388171,4.388777,4.388918,4.388979,4.38916,4.389924,4.390036,4.39028,4.390788,4.390971,4.391465,4.391677,4.392655,4.392763,4.393104,4.393758,4.393951,4.39415,4.394351,4.394692,4.394852,4.395044,4.395295,4.395627,4.396091,4.396396,4.39646,4.396576,4.396883,4.39719,4.397375,4.397776,4.39831,4.398453,4.399122,4.399396,4.39968,4.400576,4.400747,4.401296,4.401546,4.401588,4.401952,4.402912,4.403002,4.403517,4.403521,4.403941,4.405474

