File Name,image00002
0.8893169,0.8945965,0.8950619,0.895103,0.8967068,0.9023134,0.9038161,0.9041392,0.904935,0.9053944,0.9056399,0.9061766,0.9067531,0.907208,0.9089351,0.910359,0.9104407,0.9116033,0.9119221,0.912424,0.9129038,0.9135923,0.913655,0.9159321,0.9172307,0.9178916,0.9186754,0.9193429,0.9205384,0.9216568,0.9219592,0.9227147,0.9228684,0.9231623,0.9232196,0.9233271,0.9243707,0.924893,0.9255581,0.925586,0.9256411,0.9257252,0.9262683,0.9265386,0.9267423,0.9271998,0.9282558,0.9282992,0.9285055,0.929713,0.929986,0.9301656,0.9303164,0.93068,0.9311769,0.9315658,0.9319869,0.9321025,0.9325276,0.9326959,0.9328564,0.9330054,0.9331066,0.9338438,0.93397,0.9341362,0.9341395,0.9342039,0.934653,0.9351135,0.935298,0.9356206,0.935796,0.9369115,0.9370494,0.9373801,0.9380137,0.9381625,0.9381682,0.9382997,0.9383844,0.9384276,0.9386432,0.9389086,0.9390187,0.9390404,0.9392586,0.9393333,0.9394334,0.9395661,0.9396353,0.9396784,0.9397731,0.9399815,0.9402023,0.9402289,0.9403156,0.9404084,0.9404749,0.9406852,0.9410255,0.9411582,0.9415734,0.9416777,0.9423244,0.9424759,0.9425858,0.9426463,0.9426573,0.9428606,0.9429854,0.9430214,0.943083,0.943249,0.9434446,0.9436444,0.9437329,0.9437429,0.9438497,0.943859,0.9438915,0.9439645,0.9440054,0.944089,0.9442452,0.9442745,0.9445059,0.9446525,0.9447259,0.9449641,0.9450365,0.9450925,0.9454317,0.9456617,0.9457828,0.9458984,0.9460364,0.946135,0.9461489,0.9461761,0.9462149,0.9462702,0.9463186,0.9463747,0.9464433,0.9464638,0.9468493,0.9468572,0.9468593,0.9468789,0.9469544,0.947002,0.947055,0.947139,0.947286,0.9473084,0.9474051,0.9477003,0.947744,0.9477533,0.9478995,0.9479828,0.9479863,0.9482699,0.9483081,0.9485011,0.9485527,0.9485713,0.9485877,0.9487949,0.9488758,0.9489988,0.9490136,0.9492279,0.9492299,0.9493546,0.9495392,0.9496717,0.9496822,0.9497976,0.9499707,0.9499758,0.949999,0.950173,0.9501967,0.9503335,0.9506857,0.9507344,0.9507511,0.9509217,0.9514393,0.9516267,0.9516639,0.9517128,0.9517518,0.9517724,0.9517958,0.9518635,0.9521689,0.9522337,0.9523904,0.9524808,0.9525802,0.9525878,0.9526972,0.9528955,0.95331,0.9534173,0.9534465,0.95345,0.953841,0.9541073,0.9541195,0.9542853,0.9544256,0.9544684,0.9545469,0.954803,0.9548253,0.9550896,0.9554073,0.9554383,0.9554459,0.9554633,0.9556226,0.9556876,0.9560437,0.9563468,0.9563773,0.9564824,0.9565331,0.9567904,0.9571379,0.9571585,0.9572396,0.9573186,0.9573236,0.9574597,0.9578405,0.9579294,0.9580037,0.9580277,0.9581518,0.9584339,0.958589,0.9587094,0.958714,0.9592288,0.9594438,0.9594803,0.9595079,0.9596344,0.959639,0.9597359,0.9597442,0.9597602



File Name,image00002
Minimum Mean,0.28153


File Name,image00010
Maximum Mean,0.94071


Average Mean,0.56478
